Event,title,composer,code
935-Treble Chorus,In Time Of Silver Rain,Audrey Snyder,
931-Mixed Chorus,Hope is the Thing with Feathers,Kenny Potter,
931-Mixed Chorus,Twatabou,Guilliame,
931-Mixed Chorus,Set Me As A Seal,John Leavitt,
931-Mixed Chorus,I Will Praise the O Lord (SATB),Nystedt/ ,
931-Mixed Chorus,Al Shlosha D'Varim,Allan E. Naplan,
931-Mixed Chorus,Adoramus Te (SATB),Bennett/ ,
931-Mixed Chorus,I Hear A Voice-A-Prayin,Bright,
933-Tenor/Bass Chorus,None of us Cared for Kate,R. Paul Drummond,
933-Tenor/Bass Chorus,Somebody's Calling My Name  ,Anon. or Trad./Whalum,
933-Tenor/Bass Chorus,He Never Failed Me Yet,Ray/Christopher,
935-Treble Chorus,Mandoline,Debussy/Raines,
935-Treble Chorus,Ave Maria (SSAA),Forbes/ ,
935-Treble Chorus,Will There Really Be a 'Morning'?,Johnson,
935-Treble Chorus,Laudate Dominum,Porterfield,
935-Treble Chorus,Tres Cantos Nativos Dos Indios Krao,Liete,
933-Tenor/Bass Chorus,Gallant Men,Siltman,
933-Tenor/Bass Chorus,Zum Gali Gali,Palestinian Work Song,
933-Tenor/Bass Chorus,The Battle of King's Mountain,Vicki Tucker Courtney,
935-Treble Chorus,Spring Quiet,Emily Crocker,
935-Treble Chorus,Et in Terra Pax (SSA),Lightfoot/ ,
935-Treble Chorus,A Festive Alluleia,Lightfoot,
935-Treble Chorus,Imagine A World,Waggonner,
935-Treble Chorus,Clouds,Gray  Cynthia,
935-Treble Chorus,How Can I Keep From Singing? unison,Littleton,
935-Treble Chorus,Haste Thee  Nymph (SA) (accomp or a cappella),Arnold/Appleby/Fowler,
935-Treble Chorus,There Is Sweet Music Here,Greg Gilpin,
935-Treble Chorus,Antiphonal Kyrie, ,
935-Treble Chorus,Habib Diali,Ratzlaff,
931-Mixed Chorus,Festival Cantate,Victor C. Johnson,
933-Tenor/Bass Chorus,The West-Country Lover,Laura Farnell,
935-Treble Chorus,Arroz con Leche ,Lynn Shaw Bailey,
935-Treble Chorus,Will You Still Love Me? ,Pattie DeWitt,
935-Treble Chorus,Now We Are Met,T. Goodban,
935-Treble Chorus,Afternoon on a Hill,Robert Kreutz,
935-Treble Chorus,I Never Saw A Moor (from Two Poems of Emily Dickinson),Arranged by Ginsberg,
935-Treble Chorus,Elijah Rock!,Emerson ,
931-Mixed Chorus,A Jubilant Song,Clausen,
931-Mixed Chorus,Let Me Fly,Trad./DeCormier,
931-Mixed Chorus,Amani (Peace),Snyder,
931-Mixed Chorus,Cry Out and Shout (SSATTB),Nystedt/ ,
931-Mixed Chorus,Cindy,Mack Wilberg,
931-Mixed Chorus,Strike It Up  Tabor,John Leavitt,
933-Tenor/Bass Chorus,It Was A Lover And His Lass,Crocker,
933-Tenor/Bass Chorus,Yes Sir  That's My Baby,Donaldson,
933-Tenor/Bass Chorus,Jesu Dulcis Memoria,Connor Koppin,
933-Tenor/Bass Chorus,Yo Le Canto Todo El Dia,Brunner,
933-Tenor/Bass Chorus,Praise the Lord,Handel/Hopson,
933-Tenor/Bass Chorus,Loch Lomond,Jonathan Quick,
935-Treble Chorus,Sonatemi Un Balletto,Gastoldi,
935-Treble Chorus,Mae-e,Kentaro Sato,
935-Treble Chorus,Great Gettin' Up Mornin',Goetze,
935-Treble Chorus,I Never Saw A Moor (from Three Choral Settings)  ,Boberg/ ,
935-Treble Chorus,Se Teco Vive Il Cor,Handel/Weber,
935-Treble Chorus,African Celebration,arr Stephen Hatfield,
935-Treble Chorus,A Bunch Of Thyme (SSA  sop solo),Anon. or Trad./Neaum,
931-Mixed Chorus,Magi Veniunt Ab Oriente  ,Clemens non Papa/ ,
933-Tenor/Bass Chorus,August,McGlynn,
933-Tenor/Bass Chorus,Shenandoah [TT(B)B],Anon. or Trad./Basler,
935-Treble Chorus,A Good Man Is Hard To Find,Green,
935-Treble Chorus,Magnificat (Oh  My Soul!), ,
935-Treble Chorus,Ave Maria,Childs,
933-Tenor/Bass Chorus,Tenting Tonight,Earlene Rentz,
933-Tenor/Bass Chorus,Lil' Liza Jane,Trad./Baas/James,
931-Mixed Chorus,Bidi Bom,David Eddleman,
931-Mixed Chorus,I'll Say It Anyway (Je le vous dirai!) (French),Anon. or Trad./Certon/Hirt,
933-Tenor/Bass Chorus,Regina Coeli,Davison,
933-Tenor/Bass Chorus,Bound for the Rio Grande,Arr. Earlene Rentz,
933-Tenor/Bass Chorus,Walleye Joe,Vicki Tucker Courtney,
935-Treble Chorus,Ain'a That Good News,Patterson,
935-Treble Chorus,One Wish,Dave/Jean Perry,
935-Treble Chorus,A la Nanita Nana,David Eddleman,
935-Treble Chorus,Haste thee  nymph,Samuel Arnold,
935-Treble Chorus,How Fair A Rose?,Althouse,
935-Treble Chorus,The Rhodora,Lightfoot,
933-Tenor/Bass Chorus,Benedictus,Ruth Schram,
935-Treble Chorus,Sail Away  Ladies! ,Earlene Rentz,
935-Treble Chorus,Arlequin dans sa boutique,Earlene Rentz/Suzanne Rita Byrnes,
933-Tenor/Bass Chorus,Cindy,American Folk Song/Scott,
933-Tenor/Bass Chorus,This Train (CBB),Anon. or Trad./Siltman,
933-Tenor/Bass Chorus,Gloria Deo! from Three Latin Songs,Laura Farnell,
933-Tenor/Bass Chorus,Lord  Dismiss Us With Thy Blessing,Traditional/Scoggin,
935-Treble Chorus,Dodi Li,Chen/arr. Rao,
935-Treble Chorus,Cantate Canon,Moore,
935-Treble Chorus,From a Railway Carriage,Lightfoot,
935-Treble Chorus,Love in Thy Youth,Crocker/Leavitt,
935-Treble Chorus,Ave Verum,Mozart/Bacak,
935-Treble Chorus,Jamaican Market Place,Larry Farrow,
931-Mixed Chorus,I'll ay call in by yon town,Mack Wilberg,
931-Mixed Chorus,Ain't that Good News,Moses Hogan,
931-Mixed Chorus,The Coolin,Samuel Barber,
931-Mixed Chorus,To the Mothers in Brazil: Salve Regina,Jansson/Ericksson,
931-Mixed Chorus,With a Voice of Singing (SATB),Shaw/ ,
931-Mixed Chorus,How Fair a Rose?  (from Three New Madrigals) (SAB),Althouse/ ,
931-Mixed Chorus,La Chaparrita,Anon. or Trad./Tabbush,
931-Mixed Chorus,Shout to God (SATB),Martin/,
931-Mixed Chorus,A Jubilant Song (ssaattbb),Clausen/ ,
931-Mixed Chorus,Ya Viene La Vieja, ,
931-Mixed Chorus,On This Day Join the Singing,arr. Liebergen,
931-Mixed Chorus,Jubilate Deo (SAB),Goemanne/ ,
933-Tenor/Bass Chorus,I Hear a Voice A-Prayin'  ,Bright/ ,
933-Tenor/Bass Chorus,Ose Shalom,Leavitt,
933-Tenor/Bass Chorus,Ev'ry Time I Feel the Spirit,Hogan,
933-Tenor/Bass Chorus,The River (TBB),DeWitt/ ,
933-Tenor/Bass Chorus,Be Still  My Soul,Singley,
933-Tenor/Bass Chorus,Bonse Aba,arr. Johnson,
933-Tenor/Bass Chorus,III. Wait for the Wagon,Buckley/arr. Hunter & Shaw,
935-Treble Chorus,Music Down In My Soul,Arr. Hogan,
935-Treble Chorus,Nika Banja ,Nick Page ,
935-Treble Chorus,When I Think of You,Laura Farnell,
935-Treble Chorus,Laudate Pueri Dominum,Felix Mendelssohn/Klein,
935-Treble Chorus,The Last Blue Rose,Courtney/Parker,
935-Treble Chorus,Vere Languores Nostros,Lotti/ed. Juneau,
935-Treble Chorus,na,na,
935-Treble Chorus,Across the Sea (Wasserfahrt) (German) (SA),Mendelssohn/Sprague,
935-Treble Chorus,D'ou Viens-tu  Bergere,Thomas Bell,
935-Treble Chorus,Go Where I Send Thee!,arr. Caldwell & Ivory,
935-Treble Chorus,To Music,Berteaux,
935-Treble Chorus,Bee  I'm Expecting You,Diemer,
933-Tenor/Bass Chorus,Fillimiooriay,Berry,
933-Tenor/Bass Chorus,Sing Me a Song of a Lad that is Gone,Sherri Porterfield,
935-Treble Chorus,Dona  Dona,Secunda,
935-Treble Chorus,Home of My Heart,Catherine Bennett,
935-Treble Chorus,Keep your lamps trimmed and burning,Laura Farnell,
935-Treble Chorus,Come At Dawn My Beloved (from Three Spanish Ballads),Butler,
935-Treble Chorus,A Mexican Lullaby,Michael Neaum,
935-Treble Chorus,Sigh No More  Ladies,Albrecht,
931-Mixed Chorus,This is the Day,Riley,
931-Mixed Chorus,Elijah Rock!,Roger Emerson,
935-Treble Chorus,Black is the Color of My True Love's Hair,Melissa Roth  David Moran,
935-Treble Chorus,Spring Song,Paulus,
935-Treble Chorus,Non Nobis  Domine (SSA),Leavitt,
933-Tenor/Bass Chorus,Home to Oyster Bay,Thomas Sugar,
933-Tenor/Bass Chorus,Dodi Li ,Rao,
933-Tenor/Bass Chorus,Lil' Liza Jane,arr. Jimmy Baas/Randy James,
933-Tenor/Bass Chorus,Da Unten Im Tale,Brahms/Talley,
935-Treble Chorus,Wind on the Hill,Ebel-Sabo,
935-Treble Chorus,Great Day A-Comin',Brymer,
935-Treble Chorus,Over the Sea to Skye (SA),McLeod/Eilers,
935-Treble Chorus,Tomorrow Shall Be My Dancing Day,Audrey Snyder,
935-Treble Chorus,Viva la Musica,Weston,
935-Treble Chorus,Make a Joyful Noise,Cobb,
935-Treble Chorus, Dance of the One-Legged Sailor,Brent Pierce,
935-Treble Chorus,Tue  Tue (Come  Sing a Song),Poorman,
935-Treble Chorus,Hush! Somebody's Callin' My Name (2 part), ,
933-Tenor/Bass Chorus,Guntanamera,John Higgens,
935-Treble Chorus,Heart And Soul ,Emerson,
935-Treble Chorus,Pete  Pete!,Victor C. Johnson,
935-Treble Chorus,River in Judea,Feldman,
935-Treble Chorus,Karibuni from The Joy I Feel,Tim Gregory,
935-Treble Chorus,A Festive Alleluia (SA),Lightfoot/ ,
935-Treble Chorus,Little Man in the Wood,DeWitt,
935-Treble Chorus,Mo Li Hua,Jill Gallina,
935-Treble Chorus,She'll Be Comin' 'Round the Mountain,Robinson,
935-Treble Chorus,My True Love Hath My Heart,Williams-Wimbley,
935-Treble Chorus,Elijah Rock (SA),Roger Emerson,
935-Treble Chorus,Now We Are Met (2 part) from , ,
931-Mixed Chorus,Sing A Jubilant Song,Dave & Jean Perry,
931-Mixed Chorus,Jubilance,Spevacek,
931-Mixed Chorus,We are the Music Makers,Markley,
931-Mixed Chorus,All Things Bright And Beautiful,Rutter,
931-Mixed Chorus,Trouble!, ,
931-Mixed Chorus,Let Everything That Hath Breath ,Jeffery Ames ,
933-Tenor/Bass Chorus,Lady  to the Flowers Go,Bray,
933-Tenor/Bass Chorus,Kpanlongo,Bremel,
935-Treble Chorus,Sing to the Lord  Alleluia,Joyce Eilers Bacak,
935-Treble Chorus,Pick a Bale o'Cotton,Charles Terhune,
935-Treble Chorus,Measure Me  Sky,Mulholland,
935-Treble Chorus,To the Thawing Wind,Baas,
935-Treble Chorus,Johnny Has Gone for a Soldier,Parks,
935-Treble Chorus,Angel from Six Choruses Op. 15,Rachmaninoff,
935-Treble Chorus,In You I found ,Laura Farnell ,
935-Treble Chorus,Shady Grove ,Betty Bertaux ,
931-Mixed Chorus,The Tiger,Bernofsky,
931-Mixed Chorus,Evening,Ruth Morris Gray,
931-Mixed Chorus,Shalom Aleichem (Hebrew) (SAB),Goldfarb/Aldema,
931-Mixed Chorus,The Pasture (No. 2 from Where the Earth Meets the Sky),Stroope,
933-Tenor/Bass Chorus,The Seal Lullaby,Whitacre,
935-Treble Chorus,I Am the River,Bernon,
935-Treble Chorus,For Now  I Know,Allsbrook/ Goodin,
935-Treble Chorus,Ave Maria/Peace Be Upon You,Caccini/Erickson,
931-Mixed Chorus,FREE,FREE,
931-Mixed Chorus,All My Trials,Trad. / arr. Luboff,
931-Mixed Chorus,Requiem,Eliza Gilkyson/Craig Hella Johnson,
931-Mixed Chorus,Placido e il mar (Italian),Mozart/Wagner,
931-Mixed Chorus,Fiddler Man,John Rutter,
931-Mixed Chorus,Yo Paso Las Noches,Noble,
931-Mixed Chorus,Sing Ye Praises to Our King  from Four Motets,Copland,
931-Mixed Chorus,Hodie Christus Natus Est,Bigler,
931-Mixed Chorus,Dies Irae ,Lukas ,
933-Tenor/Bass Chorus,The Lord's My Shepherd (TBB),Anon. or Trad./Duson,
933-Tenor/Bass Chorus,Alleluia Incantation,Miller,
935-Treble Chorus,Sigh No More  Ladies,Leininger,
935-Treble Chorus,Fire,Goetze/Taylor,
935-Treble Chorus,He's Gone Away,Trad./ arr. Nelson,
935-Treble Chorus,Children  Go Where I Send Thee,Caldwell & Ivory,
935-Treble Chorus,Jubilate Deo,David L. Brunner,
935-Treble Chorus,A Jubilant Gloria ,Spevacek,
935-Treble Chorus,Ah! si mon moine voulait danser!,Patriquin,
935-Treble Chorus,No More The Winter's Hand,Schram,
935-Treble Chorus,The Water Is Wide  ,Anon. or Trad./Wagner,
935-Treble Chorus,Shenandoah,Brad Printz,
935-Treble Chorus,My Johnny's a Soldier,Bennett,
935-Treble Chorus,In The Bleak Midwinter,Holst/Farnell,
935-Treble Chorus,Et In Terra Pax,Greg Gilpin,
935-Treble Chorus,Joshua Fit the Battle of Jericho,Willet  Pat,
935-Treble Chorus,Zeh Hayom (This is the Day) (SSA  solo),Sargon/ ,
935-Treble Chorus,Lux Aeterna,Sally K. Albrecht,
935-Treble Chorus,20. Ahrirang (Round for Everyone from Everywhere),Trad./Sally Terri,
935-Treble Chorus,1. El Coqui (from Three A Capella Songs from around the World),Trad./Tim Winebrenner,
935-Treble Chorus,Night Song,Wittig,
935-Treble Chorus,Ning Wendete,Lana Walter,
935-Treble Chorus,Durme  Durme,Snyder,
935-Treble Chorus,Eency Weency Spider,Emily Crocker,
931-Mixed Chorus,Holy  Holy  Holy  ,Schubert/Liebergen,
931-Mixed Chorus,Winter Wolf (3 part mixed),Bernon,
933-Tenor/Bass Chorus,New River Train,Arr. Donald Moore,
933-Tenor/Bass Chorus,I'm Bound Away,arr. Mark Patterson,
933-Tenor/Bass Chorus,Whaler's Rhyme,Trad./Erikson,
933-Tenor/Bass Chorus,Oh  Won't You Sit Down,Robert Lawrence,
933-Tenor/Bass Chorus,The Shepherds Spiritual,Moore,
935-Treble Chorus,Pat-a-Pan,Andy Beck,
935-Treble Chorus,Los Ninos en Espana Cantan,Mexican Folk Round,
935-Treble Chorus,Give Thanks and Praise,George Frederick Handel Arr. Henry Kihlken,
935-Treble Chorus,Let Me Fly,Arr. Christi Cary Miller,
935-Treble Chorus,Where Go The Boats,Stevenson/Copley,
935-Treble Chorus,Two Roses,Bartok/Suchoff,
935-Treble Chorus,Johnny said 'No',Vijay Singh,
935-Treble Chorus,The Road Not Taken (SA),DeWitt/ ,
935-Treble Chorus,Joshua Fit the Battle of Jericho,Kirby Shaw,
933-Tenor/Bass Chorus,Down In The Valley,Anon. or Trad./Leavitt,
933-Tenor/Bass Chorus,New River Train,Anon. or Trad. / Moore,
933-Tenor/Bass Chorus,Old Joe Clark ,Traditional/Emerson,
933-Tenor/Bass Chorus,Cantate Domino,Gray,
933-Tenor/Bass Chorus,I Will Lift My Eyes,Riley,
933-Tenor/Bass Chorus,Zum Gali Gali,Toro/,
933-Tenor/Bass Chorus,Yonder Come Day,Judith Cook Tucker,
933-Tenor/Bass Chorus,When I Was One-and-Twenty,Douglas Wagner,
935-Treble Chorus,Chatter with the Angels,Trad./Gilpin,
935-Treble Chorus,When I Close My Eyes ,Papoulis,
935-Treble Chorus,Dance  Boatmen Dance,arr Michael Scott,
935-Treble Chorus,The Arrow and the Song, ,
935-Treble Chorus,In Flander's Fields,Jacobson/Emerson,
935-Treble Chorus,Long  Long Ago,Anon. or Trad. / Leavitt,
935-Treble Chorus,Hope Sings On ,Mark Patterson,
935-Treble Chorus,Be A Candle of Hope,Mayo,
935-Treble Chorus,Jubilate Alleluia,Lightfoot,
935-Treble Chorus,These Things Shall Never Die,D. Farrell Smith and Shelley Smith,
935-Treble Chorus,Sometimes I Fell Like a Motherless Child,Lynn Shaw Bailey,
935-Treble Chorus,Old Joe Clark (2 part),Rentz ,
935-Treble Chorus,Autumn Vesper (SA) accompanied (SSA optional),Snyder,
935-Treble Chorus,Three Fiddle Tunes (Sail Away - Cripple Creek - Old Joe Clark),Arr. Hugh,
935-Treble Chorus,Prayer Of The Norwegian Child (SA  solo) (opt flute & bells),Artman/ ,
931-Mixed Chorus,Gaudium!,Audrey Snyder,
931-Mixed Chorus,Kuimba,Victor C. Johnson,
931-Mixed Chorus,Let There Be Light,Courtney/,
931-Mixed Chorus,Let the River Run ,Craig Hella Johnson,
931-Mixed Chorus,If Music Be the Food of Love,Dickau,
931-Mixed Chorus,Set Down Servant,Emerson,
933-Tenor/Bass Chorus,I'm Gonna Sing 'Til the Spirit Moves in My Heart,Hogan/ Eklund,
933-Tenor/Bass Chorus,Ra-ta-plan,Donizetti  G / Trinkley  Bruce ed,
933-Tenor/Bass Chorus,Be Thou My Vision (TBB) (opt bass solo),Anon. or Trad./Hunter,
933-Tenor/Bass Chorus,Hodie Christus Natus Est,Lamb,
933-Tenor/Bass Chorus,I'm Gonna Sing 'Til The Spirit Moves in My Heart,Moses Hogan,
935-Treble Chorus,Shut De Do,Tom Fettke & Thomas Grassi,
935-Treble Chorus,Now Let Me Fly,Gibbs/,
935-Treble Chorus,The Cloths of Heaven,Elenor Daley,
935-Treble Chorus,Still wie die Nacht,Bohm,
935-Treble Chorus,Der Herr Ist Gross (SA) (continuo  bass),Schutz/Almquist,
935-Treble Chorus,Durme  Durme,Arr. Snyder,
935-Treble Chorus,Ubi Caritas,Mary Lynn Lightfoot,
935-Treble Chorus,Nothin' Gonna Stumble My Feet,Greg Gilpin & John Parker,
931-Mixed Chorus,To Make a Prairie,Anon. or Trad./Crocker,
931-Mixed Chorus,Lay Up Your Treasures in Heaven,Choplin,
931-Mixed Chorus,Zum Gali ,Goldman  Maurice,
931-Mixed Chorus,O Bella Fusa (Italian),di Lasso/Klein,
931-Mixed Chorus,Amor Vittorioso,Gastoldi,
931-Mixed Chorus,Autumn,Chydenuius,
931-Mixed Chorus,It Takes a Village,Joan Szymko,
931-Mixed Chorus,Let All The People Say Amen,Choplin,
931-Mixed Chorus,Siyahamba,South African Freedom Song,
931-Mixed Chorus,Keep Your Lamps Trimmed and burning, ,
933-Tenor/Bass Chorus,Annabel Lee (TBB),Drennan/ ,
933-Tenor/Bass Chorus,I'm Feelin' Fine,Liles,
933-Tenor/Bass Chorus,Take  O Take Those Lips Away,Hughes/Loose,
935-Treble Chorus,Sing Creations Music On,Steven Paulus,
935-Treble Chorus,French Dancing Song,Farnell,
935-Treble Chorus,A Psalm of Praise,Ames  Jeffrey L.,
935-Treble Chorus,My True Love Has My Heart,Butler  Eugene,
935-Treble Chorus,Witness,Caldwell and Ivory,
935-Treble Chorus,Non si ceda,Mozart/Liebergen,
935-Treble Chorus,Fire  Fire  My Heart,Morley,
935-Treble Chorus,El Romanton,Muro,
935-Treble Chorus,So Fair and Bright,Chilcott,
935-Treble Chorus,Mbiri Kuna Mwari,Kesselman,
935-Treble Chorus,Barcarole from ,Offenbach/Nunez,
935-Treble Chorus,Jabberwocky,David L. Brunner,
935-Treble Chorus,El Coqui from Three A cappella Folk Songs from Around the World,Winebrenner,
935-Treble Chorus,2. Esurientes (from Vivaldi for Treble Voices) (SA),Vivaldi/Galvan,
931-Mixed Chorus,Keep Your Lamps Trimmed and Burning,Althouse,
931-Mixed Chorus,Freedom Land (I'm On My Way),Aden G. Lewis,
931-Mixed Chorus,Set Me As A Seal,Clausen,
931-Mixed Chorus,Seeds Grow to Plants,Rutter,
931-Mixed Chorus,O Filii et Filiae,Ivo Antognini,
931-Mixed Chorus,O Schone Nacht,Brahms,
931-Mixed Chorus,Zigeunerlieder Op. 103 (German) Mvt. 1 Only,Brahms/Klein,
931-Mixed Chorus,The Arrow and the Song,Beery,
931-Mixed Chorus,If ye love Me  keep My commandments,Tallis/ed. Clough-Leighter,
931-Mixed Chorus,Sing a Joyful Song,Emily Crocker,
931-Mixed Chorus,God's Face, ,
931-Mixed Chorus,Jubilance  ,Spevacek/ ,
931-Mixed Chorus,Miserere Nobis,Johnson/ ,
931-Mixed Chorus,Margot Labourez les Vignes (French),Arcadelt/ ,
933-Tenor/Bass Chorus,None Of Us Cared For Kate,Drummond,
935-Treble Chorus,All Things Bright and Beautiful ,Rutter,
935-Treble Chorus,Stars  Songs  Faces (SA),Page/ ,
935-Treble Chorus,Duermete  Mi Corazon,Herrington,
935-Treble Chorus,Cantate Domino,Snyder,
935-Treble Chorus,Keep Your Lamps,Traditional/Farnell,
935-Treble Chorus,Come and be with me,Vicki Tucker Courtney ,
935-Treble Chorus,My True Love has My Heart,Laura Farnell,
935-Treble Chorus,Did My Lord Deliver Daniel? ,Moses Hogan,
935-Treble Chorus,Gloria Tibi,Donnelly and Strid,
935-Treble Chorus,Shake The Papaya Down,Ruth E. Dwyer & Judith M. Waller,
931-Mixed Chorus,Fa Una Canzona,Vecchi,
931-Mixed Chorus,Who Has Seen the Wind,Szabo,
931-Mixed Chorus,Love Song,Michael John Trotta,
931-Mixed Chorus,Contrapunto Bestiale (Italian) (SSATB),Banchieri,
931-Mixed Chorus,Come Joyfully Sing,Handel/Liebergen,
931-Mixed Chorus,O Brillante Estrella,Mark Sirett ,
931-Mixed Chorus,Sicut Locutus Est,Bach/Leavitt,
933-Tenor/Bass Chorus,At The River  ,Copland/White,
933-Tenor/Bass Chorus,There is Faint Music,Forrest,
935-Treble Chorus,The Swallow (SSAA),Telfer/ ,
935-Treble Chorus,Orde-e,Vizconde-Roldan,
935-Treble Chorus,Will You Teach Me?,Unruh,
935-Treble Chorus,Turn Ye to Me,arr White,
935-Treble Chorus,Hello Girls,Lloyd Pfaustch,
935-Treble Chorus,I'm Goin' Up a Yonder,Hawkins/Sirvatka,
931-Mixed Chorus,Alleluia (from Uns ist ein Kind geboren) (SAB),Kuhnau/Liebergen,
933-Tenor/Bass Chorus,Rock-a- My Soul,Follett,
933-Tenor/Bass Chorus,Somebody Got Lost, ,
935-Treble Chorus,Begins to Dream,Michael Kris Perez,
935-Treble Chorus,What Sweeter Music (2 part) (keyboard),Butler/ ,
935-Treble Chorus,Gloria!,Riley/ ,
935-Treble Chorus,Lil' David Play On Your Harp,arr. Brown,
935-Treble Chorus,Antiphonal Hosana,G. Alan Smith,
935-Treble Chorus,Give Me Wings,Mark patterson,
931-Mixed Chorus,Wi' a Hundred Pipers (piano or guitar) (opt recorder & tenor drum),Anon. or Trad./Berg,
931-Mixed Chorus,Dixit Dominus (from Vesperae Solemnes de Confessore K. 339) (Latin),Mozart/ ,
931-Mixed Chorus,Riu Riu Chiu (Spanish) (SAB or SATB) (w/ designated inst),Anon. or Trad./Snyder,
931-Mixed Chorus,Salmo 150,Aguiar/,
931-Mixed Chorus,Kyrie Eleison,Snyder,
933-Tenor/Bass Chorus,III. Equus to the Fight from 'A Trilogy of Knighthood',Julie G. Bray,
935-Treble Chorus,Chanson D'amour,Armstrong/Silvestre,
935-Treble Chorus,Music on the Waters (SA divisi) (vln or flute),Printz/ ,
935-Treble Chorus,Oh  No!,Morris Gray,
935-Treble Chorus,In monte Oliveti (Latin),Martini/Michaels,
935-Treble Chorus,Praise The Lord Our God,Mozart,
935-Treble Chorus,I Will Walk With My Love (SA),Mulholland/ ,
935-Treble Chorus,Sing a Song of Sixpence (SA) (2 clarinets),Mendoza/,
935-Treble Chorus,Non Si Ceda,Mozart/Liebergen,
935-Treble Chorus, Rhapsody,Courtney ,
933-Tenor/Bass Chorus,Lil' Liza Jane,DeLachau/arr.Baas & James,
933-Tenor/Bass Chorus,Tell my Father,Andrea Ramsey,
933-Tenor/Bass Chorus,Gloria Deo!,L. Farnell,
933-Tenor/Bass Chorus,This Train,Traditional/Moore,
933-Tenor/Bass Chorus,Men of Iwo Jima, Siltman ,
935-Treble Chorus,EL Vito,Crocker,
935-Treble Chorus,Tres canciones de los Elementos III. Fuego,Johnson,
935-Treble Chorus,For the Trumpet Shall Sound,S. Albrecht,
935-Treble Chorus,When I am Silent, Varner,
935-Treble Chorus,A Child's Evening Prayer,Kat Callaway,
935-Treble Chorus,Dancing and Singing,Jean-Baptiste Lully,
935-Treble Chorus,Simple Gifts,Anon or Trad/Wheeler,
935-Treble Chorus,Hisakata (The Gentle Light of Spring),Victor C. Johnson,
935-Treble Chorus,April Song,Laura Farnell,
935-Treble Chorus,What Do The Stars Do?,C.Rosetti/S.Riley,
935-Treble Chorus,Alleluia (from Gloria and Alleluia),Schram,
935-Treble Chorus,What'll We Do with the Baby?  (Two Part American Songs),M. Williams,
935-Treble Chorus,This Shall be for Music (unison),Patterson,
935-Treble Chorus,Music Alone Shall Live (2-part),Trad/Lopez,
935-Treble Chorus,Life is Precious,Ruth Elaine Schram ,
935-Treble Chorus, Spring ,Gove,
935-Treble Chorus,Hisakata (The Gentle Light of Spring),V. Johnson,
935-Treble Chorus,Children of the Heavenly King,Crocker,
935-Treble Chorus,The Whippoorwill,Oliver,
931-Mixed Chorus,O Praise the Lord with Heart and Voice,Haydn/Hopson,
931-Mixed Chorus,Ubi caritas,Audrey Snyder,
935-Treble Chorus,Benedictus,A. Snyder,
935-Treble Chorus,Laudate!,Liebergen,
931-Mixed Chorus,I Got a Key,Shaw/Parker,
931-Mixed Chorus,Exsultate Justi in Domino,Perry,
931-Mixed Chorus,Ain't No Windin' in the Road,Gilpin,
933-Tenor/Bass Chorus,Jubilate Deo!,Farnell,
933-Tenor/Bass Chorus,Sinner Man ,David Eddleman,
933-Tenor/Bass Chorus,Shine on Me,Dilworth,
935-Treble Chorus,Riversong,Beck  Andy,
935-Treble Chorus,I am the gentle light,Paul Mealor,
935-Treble Chorus,Libertango,Oscar Escalada,
935-Treble Chorus,Sunrise (Lauds from Four Sacred Songs for the Night)  ,Bright/ ,
933-Tenor/Bass Chorus,The Dawn's Awake,Farnell ,
933-Tenor/Bass Chorus,The Feast (From Three Knight Songs),Juneau,
933-Tenor/Bass Chorus,Viva L'Amour,Traditional College Song,
935-Treble Chorus,Sing A New Song,Scott,
935-Treble Chorus,II. The Tiger (from The Lamb and the Tiger),Cynthia Gray,
935-Treble Chorus,Yonder Come Day,Arr. Judith Cook Tucker,
933-Tenor/Bass Chorus,Bonse Aba ,Victor C. Johnson ,
933-Tenor/Bass Chorus,Ride Up in the Chariot (opt inst),Anon. or Trad./Moore,
933-Tenor/Bass Chorus,Reflections of a Lad at Sea 1. The Captain's Mate,Besig/Price,
935-Treble Chorus,Dragonfly,Cristi Cary Miller,
935-Treble Chorus,Canto de Pilon (SA),Cristian Grases,
935-Treble Chorus,Ton The',Brumfield,
935-Treble Chorus,April Rainbow,Laura Farnell,
935-Treble Chorus,The Lord Bless you and Keep You,John Rutter,
935-Treble Chorus,The Crush ,Linthicum-Blackhorse,
935-Treble Chorus,Mary Had a Baby  Go Tell It!,Becki Slagle Mayo,
931-Mixed Chorus,Cantate Domino (SSAB),Snyder/ ,
931-Mixed Chorus,Good News  The Chariot's Comin',Moses Hogan ,
933-Tenor/Bass Chorus,If Music Be the Food of Love,Dickau/ ,
935-Treble Chorus,Tres Cantos Nativos dos Indios Krao,Marcos Leite,
933-Tenor/Bass Chorus,Go  Lovely Rose (TTB),Rentz/ ,
933-Tenor/Bass Chorus,An Irish Blessing,Moore  Donald,
935-Treble Chorus,Wintertime,Snyder,
935-Treble Chorus,Sail Away  Ladies! (SA),Anon. or Trad./Rentz,
935-Treble Chorus,Jubilate  Alleluia!,Lightfoot  Mary Lynn,
935-Treble Chorus,Ticket to the Kingdom,Moore  Donald,
935-Treble Chorus,Kyrie (SSA),Patterson,
935-Treble Chorus,Old Dan Tucker,Neil Ginsberg,
931-Mixed Chorus,Vine hulpe di la munte,/Adrian Pop,
931-Mixed Chorus,Viva la Musica,Erod,
