,count,title,composer,event,specification,grade,average std dev above mean,average uil score,average score above expected
935-3-28794,11,Hodie,Cobb,Treble Chorus,(SSA) (accomp),3,-0.2081200190435446,1.1818181818181819,0.20224913855741408
935-3-33315,11,"Oh, Think of Me",Hagenberg,Treble Chorus,(SSA) (accomp),3,0.022701879210192955,1.2427272727272727,0.07665119564120677
931-1-21012,11,Psalm 150,Harper,Mixed Chorus,(2 part) (keyboard) (accomp),1,-0.42601150171506696,1.6054545454545455,-0.10251082873579688
931-4-21378,11,Il Ballerino,Gastoldi,Mixed Chorus,(Italian) (SSB) (a cappella),4,-0.2931245221558947,1.3336363636363637,0.07542562528289115
931-2-31994,11,Amavolovolo,Traditional Zulu Dowry Song,Mixed Chorus,(SATB) (a cappella),2,-0.07258924019112722,1.3627272727272728,0.0016970326588136525
931-4-21503,11,Alleluia,Pergolesi,Mixed Chorus,(SSATB) (a cappella),4,-0.4276913135908993,1.7272727272727273,-0.16436521385598368
935-2-22716,11,Sing A Jubilant Song,Perry,Treble Chorus,(2 part) (accomp),2,-0.048766460340797124,1.3636363636363635,-0.010473517504678963
931-4-21376,11,Fair Phyllis,Farmer,Mixed Chorus,(SATB) (a cappella),4,-0.08176781641118591,1.2718181818181817,0.05776650532535197
935-4-22781,10,Great Gettin' Up Mornin'!,Anon. or Trad.,Treble Chorus,(opt solo) (a cappella),4,-0.5147255397837236,1.4,0.2171902972898919
935-2-33299,10,Vidalita,Traditional Argentinean Folk Song,Treble Chorus,(SA)(accomp)(guitar optional),2,0.022701879210192955,1.232,0.08737846836847947
933-5-22448,10,An die Frauen,Haydn,Tenor-Bass Chorus,(German) (TTB) (accomp),5,-0.446096358922381,1.4,0.1189820637482987
935-5-28144,10,Die Berge sind spitz,Brahms,Treble Chorus,(German) (a cappella),5,-0.12465773220842036,1.4,-0.04565515482842171
931-3-21281,10,The Falcon,Badarak,Mixed Chorus,(SAB) (accomp),3,0.022701879210192955,1.766,-0.4466215316315205
931-2-21122,10,Tambourica,Anon. or Trad.,Mixed Chorus,(SAB) (accomp),2,-0.0559132942958962,1.7670000000000001,-0.4104587160919948
931-5-21774,10,O Salutaris Hostia,Rossini,Mixed Chorus,(Latin) (a cappella),5,-0.28988693199597804,1.234,0.1730442571127504
931-2-21073,10,Ride the Chariot,Anon. or Trad.,Mixed Chorus,(SACB) (a cappella),2,-0.47446098852284435,1.567,0.016769817524667684
933-2-22056,10,A-Rovin',Anon. or Trad.,Tenor-Bass Chorus,(TB) (a cappella),2,-0.32550042375506094,1.6,-0.1707606930157012
931-5-30804,10,"Adoramus Te, Christe",Barnum,Mixed Chorus,(SATB) (divisi) (a cappella),5,-0.2782868113161243,1.167,0.2531268410161497
931-5-21880,10,Paratum Cor Ejus,Vivaldi,Mixed Chorus,(Latin) (double chorus) (continuo) (accomp),5,-0.5009273916673618,1.267,0.2842829950534614
931-5-21616,10,O Magnum Mysterium,Byrd,Mixed Chorus,(Latin) (w/o accomp) (a cappella),5,-0.3340577287422717,1.7990000000000002,-0.35757153283688436
935-5-30450,10,Ubi Caritas,Gjeilo,Treble Chorus,(SSAA) (a cappella),5,-0.2970096303477947,1.167,0.24448326708706009
933-3-33320,10,Danny Boy,Juneau,Tenor-Bass Chorus,(TTB) (accomp),3,-0.16485140751350968,1.2650000000000001,0.106977941615042
935-3-35412,10,A Choral Flourish,Spevacek,Treble Chorus,(SSA) (accomp),3,0.022701879210192955,1.1,0.2193784683684795
933-5-22407,10,"Du, du liegst mir im Herzen",Anon. or Trad.,Tenor-Bass Chorus,(German) (a cappella),5,-0.5210630784736765,1.0733333333333333,0.5382730916610474
935-2-28818,10,Get on Board!,Anon. or Trad.,Treble Chorus,(SSA) (accomp),2,0.022701879210192955,1.266,0.05337846836847948
935-4-23079,10,The Swallow,Telfer,Treble Chorus,(SSAA) (accomp),4,-0.49233268576987443,1.9,-0.34872364484479634
935-4-33785,10,Beati Omnes,Ewer,Treble Chorus,(SSA) (a cappella),4,-0.045218034039727684,1.067,0.2518012414905625
931-3-21268,10,Amazing Grace,Anon. or Trad.,Mixed Chorus,(a cappella),3,-0.16485140751350968,1.2,0.17197794161504204
933-3-35251,10,O Sing to the Lord,Davison,Tenor-Bass Chorus,(TB) (opt divisi) (accomp),3,0.022701879210192955,1.3,0.019378468368479496
935-5-29268,10,Muie Rendera,Anon. or Trad.,Treble Chorus,(SSAA) (a cappella),5,-0.30057097952370304,1.432,-0.01829722792578512
933-4-31838,10,Two Schubert Songs,Schubert,Tenor-Bass Chorus,(perform one) (a cappella),4,-0.30413232869961115,1.2,0.21592227706136974
935-5-27980,10,Sanctus,Jeffers,Treble Chorus,(SSAA divisi) (a cappella),5,-0.4909820807504446,1.532,0.014933001042053284
931-4-31050,10,O Magnum Mysterium,Antognini,Mixed Chorus,(SATB) (a cappella),4,0.022701879210192955,1.166,0.1533784683684795
931-3-35328,10,Hold Fast To Dreams,LaBarr,Mixed Chorus,(SATB) (accomp),3,0.022701879210192955,1.4,-0.0806215316315205
933-2-22018,10,Lonesome Road,Anon. or Trad.,Tenor-Bass Chorus,(TBB) (accomp),2,-0.47449907367611854,1.367,0.21731108990207285
933-3-27758,10,As I Hear The Sweet Lark Sing,Anon. or Trad.,Tenor-Bass Chorus,"(TTB, solo) (accomp)",3,-0.5235677438092734,1.6,0.0024436571924061567
933-2-35239,10,Lux Aeterna,Winebrenner,Tenor-Bass Chorus,(TTB) (opt. piano) (a cappella),2,0.05393895197856935,1.333,-0.03718027284014465
933-2-22108,10,The Blue and the Gray,Anon. or Trad.,Tenor-Bass Chorus,(accomp),2,-0.5321189625304916,1.932,-0.313904109589041
935-4-22983,10,"Fire, Fire My Heart",Morley,Treble Chorus,(a cappella),4,-0.28988693199597804,1.365,0.04204425711275035
931-4-21493,10,Puer natus est nobis,Morales,Mixed Chorus,(Latin) (SAB) (a cappella),4,-0.34244113485628147,1.634,-0.14383987257677874
935-1-27846,10,You Shall Have a Song,Ziegenhals,Treble Chorus,(SA divisi) (opt flute) (accomp),1,-0.3818112990971656,1.568,-0.08011812025334704
935-1-22578,10,Over the Sea to Skye,McLeod,Treble Chorus,(SA) (accomp),1,0.022701879210192955,1.499,-0.17962153163152053
931-5-21799,10,Vere Languores,Victoria,Mixed Chorus,(Latin) (a cappella),5,-0.35683050598273636,1.4,0.14322730389570087
931-4-27609,10,Dorven Dalai (The Four Seas),Anon. or Trad.,Mixed Chorus,(SATB div) (a cappella),4,-0.0035031786251700225,1.166,0.16576607354832137
935-2-29426,10,Harps and Wheels,Anon. or Trad.,Treble Chorus,(2 part) (accomp),2,-0.0035031786251700225,1.066,0.2657660735483214
931-5-21858,10,J'Entends Le Moulin,Anon. or Trad.,Mixed Chorus,(French) (accomp),5,0.007526284423035934,1.033,0.28258865708053554
935-2-29495,10,O Music,Mason,Treble Chorus,(2 or 3 part) (2 part option must include only part 1 & 2)(opt trumpet) (accomp),2,-0.40119330358290495,1.333,0.17423291533144153
931-5-21830,9,Cantique de Jean Racine Op. 11,Faure,Mixed Chorus,(French) (accomp),5,0.022701879210193066,1.1111111111111112,0.2082673572573684
935-2-22707,9,Golden Sands,Anon. or Trad.,Treble Chorus,(SA) (percussion) (accomp),2,-0.48743398695929807,1.8144444444444443,-0.24034158750557402
931-5-21747,9,Ecco mormorar l'onde,Monteverdi,Mixed Chorus,(Italian) (SSATB) (a cappella),5,-0.2868112789811439,1.1855555555555555,0.2314769915825411
931-5-35353,9,Goodnight Moon,Whitacre,Mixed Chorus,(SATB) (accomp),5,0.022701879210193066,1.1111111111111112,0.2082673572573684
935-5-29262,9,"O Pastorelle, Addio",Giordano,Treble Chorus,(SSA) (accomp),5,-0.2673278834908379,1.3322222222222222,0.07115263190418804
931-2-21063,9,Sanctus and Benedictus,Hassler,Mixed Chorus,(Latin) (sing Sanctus) (a cappella),2,-0.4088295381721878,1.74,-0.2369825388810017
933-3-22132,9,Old Man Noah,Anon. or Trad.,Tenor-Bass Chorus,(TB) (accomp),3,-0.2441650795673287,1.4066666666666667,-0.004306996027166443
931-5-27683,9,The Blue Bird,Stanford,Mixed Chorus,(SAATB) (a cappella),5,-0.3057151505555704,1.1488888888888888,0.2680198348334386
931-5-27562,9,Salseo,Galian,Mixed Chorus,(SATBB) (a cappella),5,-0.012030210923825946,1.1477777777777778,0.1813413337845096
933-3-22162,9,All Ye Who Music Love,Donato,Tenor-Bass Chorus,(TTB) (a cappella),3,-0.3136292598353667,1.258888888888889,0.1629520681382271
933-3-35256,9,Dies Irae,Gray,Tenor-Bass Chorus,(TTB) (accomp),3,0.04584045163121253,1.0366666666666666,0.26526088228801714
933-3-27767,9,Vive la compagnie!,Anon. or Trad.,Tenor-Bass Chorus,(TTBB) (a cappella),3,0.022701879210193066,1.4077777777777778,-0.08839930940929827
935-3-29543,9,A Joyful Gloria,Rentz,Treble Chorus,(SSA) (accomp),3,-0.2393486991434377,1.1477777777777778,0.2954767423891207
935-2-30839,9,Mendelssohn's Prayer for Peace,Mendelssohn,Treble Chorus,"(SA) (piano, flt, vlc [flt and cello not opt]) (accomp)",2,-0.3201545729557784,1.2966666666666666,0.1388987460069628
931-5-21703,9,They Are At Rest,Elgar,Mixed Chorus,(SATB divisi) (a cappella),5,-0.3224269896489085,1.2222222222222223,0.237642834679333
931-5-29313,9,"Go, Lovely Rose",Whitacre,Mixed Chorus,(SATB) (a cappella),5,-0.30967220519546856,1.2955555555555556,0.12381928481916615
931-2-21050,9,Gloria Alleluia,Crocker,Mixed Chorus,(3 part mixed) (a cappella),2,-0.1317770536787808,1.7033333333333334,-0.35023645175721574
935-1-22572,9,Afternoon on a Hill,Kreutz,Treble Chorus,(SA) (accomp),1,-0.2393486991434377,1.4066666666666667,0.0365878535002318
931-5-27682,9,John Saw Duh Numbuh,Anon. or Trad.,Mixed Chorus,(SATB divisi) (a cappella),5,-0.30967220519546856,1.518888888888889,-0.09951404851416716
935-1-35364,9,Sanctus,Trotta,Treble Chorus,(SA) (opt flute) (accomp),1,0.05740973784172221,1.1855555555555555,0.10764653369223047
931-3-21200,9,Set Me As a Seal,Daley,Mixed Chorus,(a cappella),3,-0.3645058075110448,1.7033333333333334,-0.15138372438450665
931-1-21022,9,Adoramus Te,McPheeters,Mixed Chorus,(3 part mixed) (accomp),1,-0.20885346551743034,2.035555555555556,-0.6567180445373187
935-3-30419,9,Glory,Rachmaninoff,Treble Chorus,(SA)(Russian) (accomp),3,-0.2662862863712996,1.0,0.4099690208827039
935-4-23061,9,The False Young Man,Anon. or Trad.,Treble Chorus,(SSAA) (opt percussion) (accomp),4,-0.3667470309396663,1.1111111111111112,0.3617525664736204
935-2-31073,9,How Can I Keep From Singing?,Lowery,Treble Chorus,(SSA) (a cappella),2,-0.12288177543071299,1.258888888888889,0.12930960825649004
935-3-22727,9,An Die Nachtigall,Schumann,Treble Chorus,(German or English) (SA) (accomp),3,-0.5136094228120927,1.1855555555555555,0.3708009067867188
935-2-32011,9,The Symphony of Night,Swedish Folk Song,Treble Chorus,(SA)(Two Part Required) (accomp),2,-0.31671831687564933,1.2955555555555556,0.1342466570875328
931-6-29386,9,There Will Be Rest,Ticheli,Mixed Chorus,(SATB div) (a cappella),6,-0.027041306927700237,1.1914285714285715,0.1436443024564537
935-4-23067,9,"Hello, Girls",Pfautsch,Treble Chorus,(accomp),4,0.022701879210193066,1.0,0.3193784683684795
933-4-22173,9,Lift Thine Eyes,Mendelssohn,Tenor-Bass Chorus,(TTB) (a cappella),4,0.08054831026274156,1.37,-0.09424883016600966
933-3-22151,9,Danny Boy,Anon. or Trad.,Tenor-Bass Chorus,(TTB) (accomp),3,-0.1275449607878112,1.4077777777777778,-0.03414682162979515
933-5-22443,9,Zion's Walls,Copland,Tenor-Bass Chorus,(accomp),5,-0.006414851717988057,1.1855555555555555,0.14758691856830383
933-4-32002,9,Ave Maria,Arcadelt,Tenor-Bass Chorus,(TTBB) (a cappella),4,-0.26766645128967204,1.2955555555555556,0.12459148340089657
931-4-27590,9,Duerme,Anon. or Trad.,Mixed Chorus,(a cappella),4,-0.18629441701229044,1.1844444444444444,0.19072366358745224
935-2-22672,9,Simple Gifts,Copland,Treble Chorus,(SA) (accomp),2,-0.5436339587839811,1.7033333333333334,-0.08035244206978548
935-4-23027,9,She's Like The Swallow,Anon. or Trad.,Treble Chorus,(SSAA) (accomp),4,-0.5171332100178767,1.4444444444444444,0.1737160428154856
931-3-21327,9,I Will Forever Sing,Marcello,Mixed Chorus,(SAB) (keyboard) (accomp),3,-0.3215433691151628,1.258888888888889,0.16788430144301564
935-4-22952,9,There Is No Rose,Daley,Treble Chorus,(SSAA) (a cappella),4,-0.4214573126370331,1.517777777777778,-0.007327312825303596
931-1-20983,9,Meet Me,DeWitt,Mixed Chorus,(SAB) (a cappella),1,-0.30175809591567226,2.5555555555555554,-1.1411129484856224
931-2-31046,9,Ubi Caritas,Snyder,Mixed Chorus,(SATB) (accomp),2,-0.21940489267001917,1.221111111111111,0.1883864139083166
933-5-22373,9,Ave Maria,Goemanne,Tenor-Bass Chorus,(Latin) (TTBB w/ tenor solo) (a cappella),5,-0.5668700753099363,1.4077777777777778,0.17906367041198504
935-2-36797,9,Good Night,Drennan,Treble Chorus,(S(S)A) (opt. Fflute or C Instrument) (accomp),2,-0.39217417433007906,1.4444444444444444,0.1123293259663607
935-2-34542,9,The Lonely Carnarvon,Traditional Welsh,Treble Chorus,(optional cello) (accomp),2,0.09211759647325146,1.1488888888888888,0.11813682123820365
935-4-36812,9,Gloria in Excelsis Deo,Althouse,Treble Chorus,(SSAA) (accomp),4,-0.47403299483335104,1.481111111111111,0.048986144880552564
933-5-30831,9,On Music,Dickau,Tenor-Bass Chorus,(TTBB) (piano and vlc [not optional]) (accomp),5,-0.334792176746582,1.1111111111111112,0.3406016448993278
931-3-21244,9,Adoramus te,Palestrina,Mixed Chorus,(Latin) (a cappella),3,-0.06233710491323241,1.37,-0.052820140738383876
933-3-30374,9,"Go, Lovely Rose",Rentz,Tenor-Bass Chorus,(TTB) (accomp),3,-0.32393802807575356,1.1488888888888888,0.29024166822985037
933-5-22410,8,March of the Kings,Anon. or Trad.,Tenor-Bass Chorus,(French) (a cappella),5,-0.41853003618289275,1.3325,0.19085634256947037
931-1-27475,8,Confitemini Domino,Gilpin,Mixed Chorus,(SAT)(opt B) (accomp),1,-0.2117397291944354,1.79125,-0.4061221900733173
935-2-30406,8,Love Me Little,Ewer,Treble Chorus,(SSA) (accomp),2,-0.2393486991434377,1.29125,0.15200452016689847
935-2-33318,8,Antiphonal Gloria,Miller,Treble Chorus,(SA)(descant optional) (accomp),2,-0.18608972399447676,1.37375,0.010614233519959604
935-4-27936,8,"I Will Magnify Thee, O Lord",Corfe,Treble Chorus,(SA) (accomp),4,-0.529446706680111,1.375,0.23820456753016125
935-3-29323,8,O Nata Lux,Lutz,Treble Chorus,(SSA) (accomp),3,-0.3641036960133035,1.08375,0.3761316576051802
931-2-21133,8,Kyrie,Porterfield,Mixed Chorus,(keyboard) (accomp),2,-0.1473557350165382,1.75,-0.37808698854150363
935-3-35394,8,Hold Fast To Dreams,LaBarr,Treble Chorus,(SSA) (accomp),3,0.022701879210193066,1.0,0.3193784683684795
935-2-32015,8,Pie Jesu,Traditional Latin,Treble Chorus,(SA) (accomp),2,-0.14107973226082637,1.2925,0.10430100074249138
935-2-22720,8,The Tiger,Porterfield,Treble Chorus,(SSA) (accomp),2,-0.0755670876724186,1.29125,0.0745819877928866
933-4-27781,8,How Can I Keep From Singing,Anon. or Trad.,Tenor-Bass Chorus,(TBB) (a cappella),4,-0.3218446120264469,1.58375,-0.1531366619091732
935-4-22815,8,"Domine Deus (from Mass in G Major, BWV 236)",Bach,Treble Chorus,(2 part) (2 vln & keyboard) (accomp),4,-0.515721695797793,1.835,-0.20825345522877933
931-4-30803,8,Ubi Caritas,Kidd,Mixed Chorus,(SATB) (a cappella),4,0.07473640671718584,1.20875,0.052873696769692974
935-2-36796,8,Exsultate,Burrows,Treble Chorus,(2 part) (accomp),2,0.022701879210193066,1.20875,0.1106284683684795
933-5-22434,8,Im Sommer,Wolf,Tenor-Bass Chorus,(German) (a cappella),5,-0.43920983312003115,1.54125,-0.015635323486302866
935-4-23053,8,There Is No Rose Of Such Virtue,McCray,Treble Chorus,"(sop solo) (piano or harp, opt guitar) (accomp)",4,-0.42635168498187315,1.2075,0.286182913995418
931-2-21135,8,Psalm 150,Schutz,Mixed Chorus,(sing two verses) (keyboard opt) (accomp),2,-0.4637725371656489,1.95625,-0.37341111014406136
931-1-27480,8,"O Come, Sing Together",Lully,Mixed Chorus,"(SAB, opt sop solo) (accomp)",1,-0.27150696597229373,1.7925,-0.36714010146986253
933-3-22170,8,The Promised Land,Anon. or Trad.,Tenor-Bass Chorus,(TBB) (a cappella),3,-0.5214299391289687,1.37375,0.2247805988877679
935-5-32041,8,A Litany (Version 1),Walton,Treble Chorus,"(SA)(publishers listing: 4 upper voices, unaccomp) (a cappella)",5,-0.32393802807575356,1.29125,0.14788055711873938
935-1-22580,8,Praise Evermore,Mozart,Treble Chorus,(2 part) (accomp),1,-0.4101985820968357,1.79125,-0.2303750252018841
931-6-21900,8,Zigeunerlieder Op. 103,Brahms,Mixed Chorus,(German) (sing any five) (accomp),6,-0.35733235384400963,1.62625,-0.16474986498440994
931-5-27633,8,Lux Aeterna,Fissinger,Mixed Chorus,"(SATB divisi, sop, baritone soli) (a cappella)",5,-0.3243286269955803,1.625,-0.18834225541487076
935-4-35421,8,You Are the Song,Narverud,Treble Chorus,(SSA) (accomp),4,0.022701879210193066,1.75,-0.4306215316315205
935-5-23106,8,Helas Mamour,Clement,Treble Chorus,(French) (a cappella),5,-0.5299084115241042,1.70875,-0.08696744956466954
931-3-21161,8,Tanzen und Springen,Hassler,Mixed Chorus,(German) (SSATB) (a cappella),3,-0.23399816154386222,1.3325,0.0664997160964004
935-5-23113,8,Psalm 23,Duson,Treble Chorus,(a cappella),5,-0.28988693199597804,1.125,0.2820442571127504
935-3-22852,8,The Carol of the Dance,Goemanne,Treble Chorus,(SA) (timp & flute) (accomp),3,-0.151399272272434,1.2075,0.16680888767638913
931-4-30333,8,Tambur,Anon. or Trad.,Mixed Chorus,(SATB) (a cappella),4,-0.1815695007334348,1.33375,0.04596834880153591
935-3-22763,8,"Teach Me, O Lord",Attwood,Treble Chorus,(a cappella),3,-0.2117397291944354,1.625,-0.2398721900733173
933-4-22332,8,Sam Was a Man,Persichetti,Tenor-Bass Chorus,(TB) (accomp),4,0.022701879210193066,1.5,-0.1806215316315205
935-2-22492,8,Sourwood Mountain,DeWitt,Treble Chorus,(SA) (a cappella),2,-0.27910853149332304,1.125,0.31583317445017334
933-5-33225,8,Cantate Domino,Schumacker,Tenor-Bass Chorus,(TBB) (accomp),5,0.022701879210193066,1.16625,0.1531284683684795
931-5-33316,8,Ballade to the Moon,Elder,Mixed Chorus,(SATB) (accomp),5,-0.20659237684923393,1.58375,-0.15597998630790388
931-5-29444,8,She Walks in Beauty,Barnum,Mixed Chorus,(SATB div) (a cappella),5,-0.10756163241924566,1.04125,0.3023290784000948
935-5-29280,8,Mary Speaks,Gawthrop,Treble Chorus,(SSAA) (a cappella),5,-0.2931935270257022,1.04125,0.39324501192777367
933-3-30378,8,Stars I Shall Find,Johnson,Tenor-Bass Chorus,(TTB) (accomp),3,-0.05216971460513009,1.2857142857142858,0.06905734031088492
933-3-30369,8,Alleluia,Albrecht,Tenor-Bass Chorus,(TBB) (a cappella),3,-0.29879030493574876,1.3325,0.08009301958063747
931-5-21666,8,Fahr Wohl,Brahms,Mixed Chorus,(German) (a cappella),5,-0.4301208399506873,1.25,0.26202608344501965
931-5-27676,8,Die mit Tranen saen,Schein,Mixed Chorus,(SSATB) (a cappella),5,-0.2943386184658634,1.1675,0.24231863834669395
935-1-22494,8,"Long, Long Ago",Anon. or Trad.,Treble Chorus,(a cappella),1,-0.1083234099666226,1.83375,-0.452433505732311
935-6-27999,8,Mass for Three Voices,Durante,Treble Chorus,"(SSA, alto solo) (sing all) (a cappella)",6,-0.418315936092039,1.125,0.3979251288269172
931-3-21242,7,Cantaremos,Anon. or Trad.,Mixed Chorus,(a cappella),3,-0.42404110885538926,1.6657142857142857,-0.11826500363539351
931-3-21167,7,El Grillo,des Pres,Mixed Chorus,(Latin) (a cappella),3,0.06729511409038658,1.0942857142857143,0.17030574902159207
933-5-33250,7,The Morning Trumpet,Leland,Tenor-Bass Chorus,(a cappella),5,0.022701879210193066,1.332857142857143,-0.013478674488663371
935-3-22827,7,I Thank You God,Burge,Treble Chorus,(SA) (opt inst) (accomp),3,-0.513379229121693,1.81,-0.18201764746302773
933-2-27725,7,Dona Nobis Pacem (from Four Latin Songs),Juneau,Tenor-Bass Chorus,(a cappella),2,-0.3927491879565246,1.4285714285714286,0.08297218473262882
931-4-21427,7,The Earth Adorned,Ahlen,Mixed Chorus,(SSAATBB) (a cappella),4,-0.5458687278893042,2.142857142857143,-0.5538011003001194
933-4-22248,7,Gaudeamus,Anon. or Trad.,Tenor-Bass Chorus,(Latin) (a cappella),4,-0.2949745736758469,1.2385714285714287,0.17164354995154302
935-2-28790,7,Where Go the Boats?,Rentz,Treble Chorus,(2 part) (accomp),2,-0.11129590895279584,1.2385714285714287,0.09724643163859982
935-4-22949,7,O My Dear Heart,Daley,Treble Chorus,(SSAA) (a cappella),4,-0.3346667911463608,1.6199999999999999,-0.17646406673849166
933-3-33254,7,O Magnum Mysterium,Ramos,Tenor-Bass Chorus,(a cappella),3,0.022701879210193066,1.5242857142857142,-0.20490724591723478
935-3-31842,7,Nevolia,Rachmaninoff,Treble Chorus,(Russian) (accomp),3,-0.13068530915441867,1.6185714285714285,-0.25375870114277327
931-5-29392,7,"Venite, Exsultemus Domino",Sweelinck,Mixed Chorus,(SSATB) (w/o piano) (a cappella),5,-0.300062215355716,1.3342857142857143,0.07909998564747853
935-1-29163,7,A Mozart Canon,Anon. or Trad.,Treble Chorus,(SA) (accomp),1,-0.1671451091588505,1.19,0.2110400854848635
935-6-33197,7,Spark (To Music),Barnum,Treble Chorus,(SSAA divisi) (unaccomp) (a cappella),6,-0.15592029862190482,1.0957142857142856,0.27375891907949146
933-3-27752,7,"Blow That Trumpet, Gabriel",DeWitt,Tenor-Bass Chorus,(TTB) (a cappella),3,0.022701879210193066,1.522857142857143,-0.20347867448866339
935-2-22715,7,Alleluia! Sing With Joy,Perry,Treble Chorus,(2 part) (accomp),2,0.022701879210193066,1.1414285714285715,0.17794989693990804
935-3-33321,7,Jubilate Deo,Roman,Treble Chorus,(SSA) (accomp),3,-0.46436976488974024,1.522857142857143,0.033279985427521384
935-3-27899,7,Lullaby (Ukolebavka),Dvorak,Treble Chorus,(English or Czech) (accomp),3,-0.5204305984647435,1.19,0.4155389662760768
931-4-27559,7,As Torrents in Summer,Elgar,Mixed Chorus,(a cappella),4,-0.2757572376171675,1.81,-0.3964550985322468
935-2-35365,7,Hi Yo Ipsi Naya,Traditional Navajo,Treble Chorus,(2 part) (percussion) (a cappella),2,0.11195065854841091,1.0,0.25206777920098195
931-1-20999,7,Reeds of Innocence,Adams,Mixed Chorus,"(SAB, opt solo) (POP) (accomp)",1,-0.48538910404645685,2.334285714285714,-0.7517250684343678
931-2-21106,7,"Triste Espana, sin ventura!",del Encina,Mixed Chorus,(English or Spanish) (inst opt) (a cappella),2,-0.4244492770108148,1.2857142857142858,0.1974099774777871
931-4-27589,7,Gloria in Excelsis,Mozart,Mixed Chorus,"(SATB, SATB quartet) (accomp)",4,-0.47403299483335104,1.3814285714285715,0.14866868456309226
935-1-33317,7,Alleluia! Sing Alleluia,"Bach, J.S.",Treble Chorus,(SA) (accomp),1,0.007329471620348471,1.0957142857142856,0.21418354753255325
933-2-37890,7,Rain Music,Farnell,Tenor-Bass Chorus,(opt hand drum & rainstick) (accomp),2,-0.38563540484130754,1.332857142857143,0.13340293427436037
931-3-21212,7,This Is the Day (Haec est dies),Gallus,Mixed Chorus,(English or Latin) (double choir) (a cappella),3,-0.390796727777289,1.667142857142857,-0.1977411388195678
935-4-29460,7,"Come to Me, My Love",Riggs,Treble Chorus,(SSA) (accomp),4,-0.16447710532811466,1.332857142857143,0.07500421965306447
933-5-22460,7,Gloria,Schubert,Tenor-Bass Chorus,(German) (accomp),5,-0.021953665247831378,1.237142857142857,0.09475929533194674
931-3-21213,7,Adoramus te,Gasparini,Mixed Chorus,(Latin) (a cappella),3,-0.35413275658975674,1.332857142857143,0.15528485154445087
935-2-29436,7,Red River Valley,Anon. or Trad.,Treble Chorus,(2 part) (accomp),2,-0.5168489290997444,1.667142857142857,-0.07699738319359965
935-3-22803,7,Greensleeves,Anon. or Trad.,Treble Chorus,(SA) (a cappella),3,0.02267072442127749,1.2385714285714287,0.05967537931962658
931-6-21909,7,Te Deum Hob. XXIIIc:1,Haydn,Mixed Chorus,(Latin) ( piano or orchestra) (accomp),6,-0.46905791463646596,1.4285714285714286,0.10031950565870429
933-2-22059,7,Bound For Jubilee,Eilers,Tenor-Bass Chorus,(a cappella),2,0.022701879210193066,1.2385714285714287,0.08080703979705094
935-3-28801,7,The Water is Wide,Anon. or Trad.,Treble Chorus,(SSA) (accomp),3,-0.09729171530771397,1.0,0.36772788729269595
933-5-22376,7,Hello My Baby,Howard,Tenor-Bass Chorus,(a cappella),5,-0.516960898486692,1.2385714285714287,0.40480441629236313
931-2-30307,7,Le Vie,Handel,Mixed Chorus,(Italian)(SAB) (accomp),2,-0.3991492059397146,1.522857142857143,-0.04535561149402846
933-3-22146,7,The Coast of High Barbaree,Anon. or Trad.,Tenor-Bass Chorus,"(TBB) (sing verses 1, 2, & 6) (accomp)",3,-0.4289445601357218,1.9514285714285715,-0.4546454896419309
935-1-33224,7,The First Snow,Miller,Treble Chorus,(SA) (accomp),1,-0.08960551151279161,1.3800000000000001,-0.007531795146483817
931-3-27531,7,Santo,Mendoza,Mixed Chorus,(SSATB) (a cappella),3,-0.06660920970585593,1.1914285714285715,0.1529972651525569
935-1-36792,7,Lift Up Your Voice: Kwa Maneno Nguvu,DesJardins,Treble Chorus,(2 part) (opt. 3 part and opt. narraration) (accomp),1,0.022701879210193066,1.237142857142857,0.08223561122562233
933-4-36784,7,O Sole Mio,di Capua,Tenor-Bass Chorus,(TBB) (opt. solo) (accomp),4,0.022701879210193066,1.1428571428571428,0.17652132551133665
935-3-27917,7,The Heather Glen,Anon. or Trad.,Treble Chorus,"(SA, opt divisi) (opt woodwind quintet) (accomp)",3,-0.5353318897531039,1.4271428571428573,0.15909695508797625
931-4-27567,7,Ave Maria,Haydn,Mixed Chorus,(accomp),4,-0.3145648538116015,1.667142857142857,-0.18835382543736662
931-2-21046,7,Charlottown,Anon. or Trad.,Mixed Chorus,(a cappella),2,-0.11126475416388026,1.5242857142857142,-0.16733619359826155
931-2-29413,6,"My Lord, What a Morning",Anon. or Trad.,Mixed Chorus,(SAB) (accomp),2,-0.06464831357435075,1.3333333333333333,0.027337152301285823
933-3-35250,6,Jonah!,Dillworth,Tenor-Bass Chorus,(TTB) (accomp),3,0.05740973784172221,1.1666666666666667,0.12653542258111936
931-2-21126,6,O Love Divine,Marcello,Mixed Chorus,(SAB) (keyboard) (accomp),2,-0.4154794171663141,1.6116666666666666,-0.10659625472934438
935-2-30413,6,The Rose,Cobb,Treble Chorus,(SA) (accomp),2,-0.2789764363383116,1.2783333333333333,0.14448018644272445
935-1-27832,6,The Swallow,Anon. or Trad.,Treble Chorus,(SSA) (accomp),1,-0.5596730633318858,1.3883333333333334,0.21837086769192426
935-3-35403,6,You are My Song,Zook,Treble Chorus,(SSA) (accomp),3,0.022701879210193066,1.2783333333333333,0.041045135035146174
